Gene ID	Gene Name	SRR1509734	SRR1509741	SRR1509739	SRR1509737	SRR1509730	SRR1509740	SRR1509738	SRR1509733	SRR1509736	SRR1509732	SRR1509731	SRR1509735
ENSG00000212338		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212340	RNU6-739P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212342		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212344	RNU6-823P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212345	RNU6-700P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212347		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212348	RNU6-1300P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212354	RNU6-1242P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212358	RNU6-837P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212359	RNU6-550P	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000212360	RNU6-1177P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212363		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212365	RNA5SP332	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212366	RNU6-1246P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212368	RNU6-1000P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212370	RNU6-482P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212371		1	0	1	1	0	0	0	2	0	0	1	0
ENSG00000212373	RNA5SP171	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212374	RNU6-401P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212377		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212378		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212379	RNU6-269P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212380	SNORD115-45	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212382	RNU6-159P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212383		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212384	SNORD113-2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212385	RNU6-817P	12	21	11	12	9	18	10	18	6	14	9	12
ENSG00000212387	RNU6-1055P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212388	RNU6-796P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212389	RNU6-1275P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212391		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212392	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212395		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212396	RNA5SP323	1	0	0	0	0	0	1	1	1	2	0	0
ENSG00000212397		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212398	RNU6-1248P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212402	SNORA74B	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000212404	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212407	RNU6-663P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212409	RNY4P18	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212410	RNU6-932P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212411	SNORD115	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212413	RNU11-3P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212414	SNORD77B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212415		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212418	RNY4P36	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212420	RNU6-1111P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212421		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212422	U3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212424	RNU1-119P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212425	RNA5SP105	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212428	SNORD115	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212429	RNU11-6P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212432	SNORA75	1	0	0	0	0	0	1	0	0	0	1	2
ENSG00000212433	RNA5SP252	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212434	U3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212440	SNORA75	0	0	0	0	0	0	0	1	0	1	0	2
ENSG00000212441	RNU6-1269P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212442	RNU6-243P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212443	SNORA53	3	1	2	1	1	2	1	1	1	0	3	0
ENSG00000212445		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212446	RNU6-131P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212447	SNORD90	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212448	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212450	RNU6-241P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212451	RNU11-4P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212452	SNORD69	2	2	0	0	1	4	0	1	3	3	0	1
ENSG00000212454	RNA5SP286	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212455		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212457	RNU6-644P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212458		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212459	RNU6-695P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212460	RNU6-460P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212461		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212464	SNORA12	1	1	2	1	0	0	2	0	0	0	0	0
ENSG00000212466	RNU6-952P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212468	RNU6-754P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212469	RNU6-1158P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212473	RNU1-101P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212475	RNU6-400P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212479	U3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212482	RNU6-530P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212485	RNU6-1197P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212489	RNU6-1109P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212490		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212493	SNORD19	0	1	0	1	0	2	0	4	0	1	2	1
ENSG00000212495	RNU6-332P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212496	RNU6-1093P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212497	RNA5SP465	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212498	SNORD86	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212499	RNA5SP300	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212505	RNA5SP299	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000212510	RNU6-972P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212511	U3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212512	Y_RNA	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000212516	RNU6-1268P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212517		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212518	RNU11-5P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212520	RNU6-1250P	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000212521	RNU6-918P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212525	RNA5SP212	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212526	RNU6-466P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212527	RNA5SP63	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212528	SNORD115-47	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212529		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212532		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212533	SNORA75	3	0	0	0	0	1	0	1	1	1	0	3
ENSG00000212534	SNORD70	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000212535	RNU6-808P	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000212536	RNA5SP474	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212538	U3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212539	U3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212541	RNU6-510P	1	0	1	0	0	0	1	1	1	0	2	0
ENSG00000212542	RNA5SP496	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212545	RNU6-337P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212546	RNU6-995P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212549	RNA5SP354	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212550	RNU1-78P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212551	U3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212553	SNORD116	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212555	RNU6-192P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212556	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212558		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212559	RNA5SP35	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212560	RNU6-630P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212561	RNU6-381P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212564	RNU6-1326P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212565		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212567		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212568	RNU6-1254P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212569	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212571	RNA5SP482	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212572	RNU6-903P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212576	RNA5SP467	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212579		0	0	0	1	0	0	0	0	4	0	0	0
ENSG00000212580	SNORA75	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212581	U8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212584	RNU6-587P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212586		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212587	SNORA40C	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212588	SNORA26	5	1	2	1	2	6	1	3	2	6	12	4
ENSG00000212589		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212590		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212593	SNORA75	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212594	U8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212595	RNA5SP525	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212597	RNU6-876P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212598	U3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212599	RNU6-279P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212601	RNA5SP53	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212604		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212605	RNU1-56P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212607	SNORA3B	2	0	0	2	3	0	5	1	4	3	5	7
ENSG00000212608		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212609	RNU1-139P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212610	U3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212611	SNORD30	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212612	RNU6-1239P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212615	SNORD58	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000212618		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212620	SNORA75	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212623	RNU6-493P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212624		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212625	RNA5SP397	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212626		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212628	RNA5SP241	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212643	ZRSR2P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212657	KRTAP16-1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000212658	KRTAP29-1	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000212659	KRTAP9-6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212663		0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000212664		9	7	5	2	3	5	3	2	5	3	1	3
ENSG00000212694	LINC01089	58	25	45	22	41	40	66	111	57	87	65	60
ENSG00000212695		22	21	34	25	12	30	16	35	24	14	8	26
ENSG00000212710	CTAGE1	17	45	48	12	19	57	22	17	11	13	12	18
ENSG00000212712		3	2	4	0	1	4	1	8	2	3	3	7
ENSG00000212717	DEFB117	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212719	LINC02693	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212721	KRTAP4-11	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212722	KRTAP4-9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212724	KRTAP2-3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212725	KRTAP2-1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212743	LINC02656	2	3	3	0	1	4	1	6	1	0	2	4
ENSG00000212747	RTL8B	831	809	1024	918	626	1190	914	1326	842	917	771	1050
ENSG00000212766	EWSAT1	1	0	3	0	0	2	0	2	0	1	0	1
ENSG00000212769	HMGN2P8	8	9	4	6	1	5	7	2	5	9	2	3
ENSG00000212789	ST13P5	0	3	4	5	1	4	4	3	4	4	3	6
ENSG00000212802	RPL15P3	883	930	1164	840	716	1151	771	1069	721	841	663	1064
ENSG00000212807	OR2A42	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212829	RPS26P3	7	3	13	13	7	9	8	11	5	8	11	11
ENSG00000212855	TTTY2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212856	TTTY2B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212864	RNF208	66	61	80	61	31	82	76	100	63	62	45	97
ENSG00000212899	KRTAP3-3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212900	KRTAP3-2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212901	KRTAP3-1	5	1	5	6	5	5	7	16	4	13	15	5
ENSG00000212907	MT-ND4L	3672	1383	2289	927	1403	2821	1873	6061	2098	3300	5087	1686
ENSG00000212916	MAP10	103	103	105	84	101	125	107	119	97	119	119	113
ENSG00000212930		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212932	RPL23AP4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212933	KRTAP12-4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212935	KRTAP10-3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212938	KRTAP6-3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212939		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212951		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212952		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212961	HNRNPA1P40	7	8	6	9	6	5	9	16	8	4	11	9
ENSG00000212978		64	88	106	58	40	120	65	90	54	44	53	75
ENSG00000212989		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212993	POU5F1B	3	2	10	2	1	6	2	2	3	3	2	1
ENSG00000212994	RPS26P6	1	0	0	0	1	1	1	0	1	1	1	1
ENSG00000213003	BTF3P12	3	1	0	2	2	4	4	2	2	1	1	1
ENSG00000213005	PTTG3P	16	10	6	18	18	7	17	28	15	22	19	18
ENSG00000213013	RPS15AP36	2	0	0	0	2	0	3	3	0	1	0	1
ENSG00000213014	VN2R17P	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000213015	ZNF580	471	350	428	394	255	500	426	741	435	396	383	543
ENSG00000213016		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213018	PABPN1P1	3	4	10	5	3	5	3	5	2	3	1	8
ENSG00000213020	ZNF611	309	231	327	297	267	322	267	418	220	328	273	350
ENSG00000213022	KLK9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213023	SYT3	18	18	32	23	7	34	31	30	22	21	14	20
ENSG00000213024	NUP62	1387	1323	1612	1331	1034	1634	1417	1794	1309	1572	1397	1626
ENSG00000213025	COX20P1	27	6	9	10	10	15	12	13	9	12	17	18
ENSG00000213026	CFL1P4	2	0	0	0	1	0	0	0	0	0	1	1
ENSG00000213028		0	1	0	0	0	0	0	0	0	2	0	0
ENSG00000213029		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213030	CGB8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213032	NDUFA3P3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213033	AURKAP1	2	0	1	0	0	1	3	0	1	1	1	0
ENSG00000213035	RPL23AP80	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213036		1	0	0	0	1	0	0	1	0	1	0	2
ENSG00000213041		0	5	0	0	1	1	0	1	0	0	1	1
ENSG00000213045		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213046	EEF1A1P32	1	0	4	1	0	0	0	0	0	0	0	0
ENSG00000213047	DENND1B	675	644	882	613	622	920	617	888	651	781	741	748
ENSG00000213048	OR5S1P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213049	HNRNPA1P34	1	2	1	1	0	1	1	1	1	2	0	1
ENSG00000213050	TPM3P1	3	4	2	2	6	3	5	9	2	8	1	5
ENSG00000213051	RPL5P5	50	71	73	50	45	64	55	69	44	54	55	57
ENSG00000213055	EEF1B2P7	0	0	0	0	0	0	1	1	0	1	0	1
ENSG00000213057	C1orf220	5	7	11	4	2	19	9	11	6	6	5	10
ENSG00000213058		9	9	8	4	0	12	4	8	5	3	3	3
ENSG00000213060		0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000213061	PFN1P11	0	2	0	0	0	1	1	0	0	0	0	0
ENSG00000213062		47	30	33	34	44	44	38	68	30	45	31	52
ENSG00000213063	RPL29P7	0	0	1	0	4	2	0	0	0	3	2	1
ENSG00000213064	SFT2D2	251	198	279	297	194	292	223	337	226	323	236	358
ENSG00000213065		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213066	CEP43	198	128	140	170	188	139	154	213	139	191	230	169
ENSG00000213067		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213068		0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000213069	KRT8P40	0	2	0	1	1	2	1	2	1	0	0	2
ENSG00000213070	HMGB3P6	29	15	21	27	29	27	24	28	16	33	21	26
ENSG00000213071	LPAL2	1	2	3	2	1	1	2	1	0	1	3	4
ENSG00000213073	CHP1P2	7	9	7	6	1	13	7	12	3	10	7	7
ENSG00000213075	RPL31P11	0	2	2	1	2	2	2	1	2	0	1	2
ENSG00000213076		0	1	0	0	0	0	0	0	1	2	1	0
ENSG00000213078		1	0	1	0	0	0	2	0	1	1	0	0
ENSG00000213079	SCAF8	1636	1098	1461	1089	1240	1561	1088	2119	1102	1626	1483	1901
ENSG00000213080		129	67	106	125	112	122	101	138	95	118	102	136
ENSG00000213081	ARPC1BP1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213082	PPP1R14BP2	1	4	1	1	0	3	1	5	3	2	3	6
ENSG00000213083	VPS26CP1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213085	CFAP45	31	23	23	26	27	23	23	31	29	33	29	40
ENSG00000213087		2	3	2	3	3	4	1	4	1	3	0	5
ENSG00000213088	ACKR1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213089	PDCL3P5	0	3	1	4	3	3	1	6	1	6	2	2
ENSG00000213090	SCYL2P1	8	13	13	5	10	7	6	8	2	10	8	14
ENSG00000213091	PHBP1	1	1	0	2	1	0	0	1	1	1	0	1
ENSG00000213096	ZNF254	375	369	502	340	376	605	326	511	336	425	383	488
ENSG00000213100	KRT18P68	6	7	8	8	2	7	4	10	6	11	6	9
ENSG00000213104	NPM1P46	4	8	6	4	5	13	10	5	5	10	8	5
ENSG00000213107	AHCYP5	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000213108	BTF3L4P3	7	3	2	1	4	8	1	2	4	5	2	1
ENSG00000213109		2	1	0	0	0	0	2	2	1	0	0	0
ENSG00000213110	RNF11P1	2	3	5	0	1	1	4	4	2	1	0	0
ENSG00000213111	COX5BP2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213113	TUBB8P8	4	2	0	5	8	3	2	10	4	9	2	6
ENSG00000213115		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213117	MEMO1P2	0	0	0	0	0	1	0	0	1	0	0	1
ENSG00000213118	CHCHD2P4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213120	LIN28AP1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213121		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213122	RPL23AP46	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000213123	DYNLT2B	45	76	63	47	41	65	60	52	52	39	46	73
ENSG00000213126	TXNL4AP1	0	0	1	1	0	0	0	1	1	0	0	1
ENSG00000213128	RPL32P31	3	4	3	3	0	4	1	1	2	0	2	3
ENSG00000213130	EEF1DP5	2	1	1	0	1	1	0	1	2	1	0	2
ENSG00000213131	YWHAZP4	3	0	4	0	1	9	4	3	3	2	2	2
ENSG00000213133	PPP1R14BP5	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000213137	ARF1P2	0	0	0	0	0	0	0	0	1	1	0	1
ENSG00000213139	CRYGS	5	4	5	3	3	3	1	7	8	3	14	1
ENSG00000213140	ELK2AP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213144		36	9	14	24	20	24	18	37	13	31	28	32
ENSG00000213145	CRIP1	0	2	1	0	0	0	5	1	2	1	0	0
ENSG00000213147	RPL23AP60	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213148	JPT1P1	219	173	183	249	193	190	187	287	157	237	226	205
ENSG00000213149	CNN2P9	0	3	2	6	4	5	4	4	2	1	2	3
ENSG00000213150		0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000213152	RPL7AP60	4	5	2	6	1	6	4	0	1	4	7	4
ENSG00000213153		0	1	1	2	1	0	0	0	0	0	0	0
ENSG00000213155		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213157	RPL32P10	2	1	0	2	0	0	0	0	0	0	0	1
ENSG00000213158	GAPDHP36	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213159	CEND1P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213160	KLHL23	896	687	771	462	432	854	447	990	428	605	497	1077
ENSG00000213167	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213169		60	48	51	40	23	63	52	71	33	33	28	41
ENSG00000213170	SAR1AP2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213171	LINGO4	1	1	0	0	0	0	0	2	0	0	0	1
ENSG00000213172		1	2	3	2	1	0	0	1	0	1	0	1
ENSG00000213174		0	1	0	0	0	0	0	1	1	0	0	0
ENSG00000213176	RPL13P6	2	3	2	2	1	2	1	1	0	0	1	3
ENSG00000213177	PRDX2P4	1	1	1	0	0	0	0	0	1	0	0	0
ENSG00000213178	RPL22P1	227	286	255	211	167	243	177	197	155	171	162	172
ENSG00000213179	RPL17P41	0	0	0	0	0	2	0	1	0	1	1	1
ENSG00000213180	RPL36AP48	2	2	2	1	1	3	2	0	0	1	1	0
ENSG00000213181	OR10N1P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213182	OR10D5P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213183	RPS7P8	2	1	2	4	1	1	1	1	2	1	0	3
ENSG00000213184		34	26	38	44	22	29	33	44	23	22	27	29
ENSG00000213185	FAM24B	31	37	29	11	27	30	17	30	6	16	19	23
ENSG00000213186	TRIM59	137	118	119	179	121	145	131	198	132	150	161	197
ENSG00000213187	COPS5P1	17	27	21	16	18	26	21	23	23	19	12	25
ENSG00000213188	YBX1P4	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000213189	BTF3L4P2	67	118	136	81	88	140	71	86	53	91	75	95
ENSG00000213190	MLLT11	324	244	339	191	198	390	223	469	205	234	226	405
ENSG00000213194	CDK7P1	21	34	30	21	13	41	24	35	20	18	25	28
ENSG00000213197	NUDCP1	64	36	59	48	45	49	51	83	33	60	46	71
ENSG00000213199	ASIC3	14	10	25	12	3	15	23	24	6	18	14	17
ENSG00000213201	FABP5P10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213203	GIMAP1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213204		12	5	6	7	7	6	5	18	4	12	6	12
ENSG00000213205	STRADBP1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000213209		8	8	1	8	3	3	0	7	1	1	3	2
ENSG00000213210	RPL32P17	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000213211	KRT18P64	4	4	4	4	3	8	6	14	6	3	7	9
ENSG00000213212	NCLP1	3	1	3	0	6	1	3	6	2	4	4	4
ENSG00000213213	CCDC183	3	4	7	7	5	13	4	11	6	4	3	12
ENSG00000213214	ARHGEF35	44	62	59	32	21	72	36	62	35	37	23	60
ENSG00000213215	OR2F1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000213216		18	20	23	16	11	35	16	32	13	23	15	24
ENSG00000213218	CSH2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213221	DNLZ	5	2	1	2	4	3	4	6	5	6	7	3
ENSG00000213222	TOMM40P4	64	45	69	52	54	56	64	78	48	64	58	71
ENSG00000213225	NOC2LP1	258	165	203	174	158	199	187	321	167	233	196	251
ENSG00000213226		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213228	RPL12P38	7	5	10	6	4	7	3	10	5	7	2	9
ENSG00000213231	TCL1B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213232	PPP1R2P10	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000213233	RPL23AP62	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213234	ST13P10	4	5	4	4	2	1	3	4	0	2	2	5
ENSG00000213235	EEF1A1P16	48	80	96	73	58	123	49	68	45	63	67	76
ENSG00000213236	YWHAZP2	871	678	768	810	701	1020	760	1058	671	906	824	885
ENSG00000213237	PTMAP10	10	5	10	7	13	13	11	9	10	10	16	9
ENSG00000213238		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213239	NPM1P32	23	22	16	23	17	18	25	22	12	23	21	22
