Gene ID	Gene Name	ERR2200171	ERR2200172	ERR2200162	ERR2200168	ERR2200175	ERR2200166	ERR2200167	ERR2200169	ERR2200173	ERR2200170	ERR2200164	ERR2200176	ERR2200163	ERR2200174	ERR2200165
ENSG00000205085	FAM71F2	10	13	11	5	8	13	8	8	6	3	6	12	8	2	10
ENSG00000205086	C2orf91	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205089	CCNI2	4	3	2	2	12	0	2	4	4	4	8	1	0	4	1
ENSG00000205090	TMEM240	1	0	1	0	0	1	6	0	3	6	0	0	1	0	0
ENSG00000205097	FRG2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000205100	HSP90AA4P	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
ENSG00000205105	COX17P1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0
ENSG00000205106	LINC02716	0	0	1	0	0	0	0	0	2	0	0	2	2	0	0
ENSG00000205108	FAM205A	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000205111	CDKL4	1	2	5	5	4	5	7	1	18	6	4	3	2	1	4
ENSG00000205116	TMEM88B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205126	ACCSL	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000205129	C4orf47	3	0	0	5	0	2	4	0	0	3	3	0	0	1	4
ENSG00000205133	TRIQK	396	124	297	363	493	236	433	186	388	405	482	517	261	257	230
ENSG00000205138	SDHAF1	78	94	131	89	285	133	140	107	90	80	140	303	114	98	92
ENSG00000205143	ARID3C	0	0	2	1	3	0	9	0	0	0	1	0	0	0	1
ENSG00000205155	PSENEN	208	138	187	205	281	158	319	112	292	209	270	116	131	188	139
ENSG00000205174	C7orf66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205176	REXO1L1P	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000205177	C11orf91	0	6	0	0	1	0	0	2	1	0	0	0	0	0	1
ENSG00000205181	LINC00654	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000205184	SLC10A5P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205186	FABP9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000205189	ZBTB10	422	135	523	297	524	420	581	133	476	324	689	1023	344	338	336
ENSG00000205208	C4orf46	63	28	60	51	173	64	64	33	48	50	52	210	34	112	52
ENSG00000205209	SCGB2B2	4	0	0	1	2	4	8	1	0	2	2	4	2	0	0
ENSG00000205212	CCDC144NL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205213	LGR4	284	206	344	193	204	220	302	141	316	185	391	306	256	131	162
ENSG00000205215	KRT17P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205220	PSMB10	172	200	173	163	279	149	258	159	203	138	211	242	119	127	145
ENSG00000205221	VIT	0	0	0	0	0	1	0	1	4	1	0	0	1	0	0
ENSG00000205231	TTLL10-AS1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000205236		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205238	SPDYE2	9	12	18	8	1	9	16	16	6	8	20	22	5	6	8
ENSG00000205240	OR7E36P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205250	E2F4	476	852	904	451	1394	599	825	675	497	402	1001	1209	660	481	526
ENSG00000205266	KRT17P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205267	DGAT2L7P	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000205268	PDE7A	176	163	289	143	332	209	323	146	195	171	346	444	175	165	170
ENSG00000205269	TMEM170B	72	19	107	38	89	85	130	13	71	63	125	198	82	42	56
ENSG00000205274	TRBV20OR9-2	0	1	0	0	5	0	0	1	0	0	0	0	0	0	0
ENSG00000205277	MUC12	0	0	1	1	0	0	0	4	1	0	0	0	0	1	0
ENSG00000205279	CTXN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205293	LINC01602	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205300		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000205301	MGAT4D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205302	SNX2	829	277	795	877	1485	519	916	565	974	980	1074	1687	540	697	454
ENSG00000205307	SAP25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205309	NT5M	9	11	21	4	50	13	62	10	13	10	8	9	11	9	22
ENSG00000205312	KRT17P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205318	GCNT2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205323	SARNP	11	0	6	18	5	8	24	6	9	14	16	35	8	10	14
ENSG00000205325		2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205327	OR6C68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205328	OR6C65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205329	OR6C3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205330	OR6C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205331	OR6C72P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205333	GOLGA2P1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000205334	LINC01460	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000205336	ADGRG1	494	721	743	480	635	416	645	720	621	388	842	697	632	306	386
ENSG00000205339	IPO7	1311	551	1489	1244	1807	1169	1749	827	1353	1223	1821	2980	891	1221	1037
ENSG00000205352	PRR13	247	324	230	225	548	161	342	270	321	265	379	515	174	297	147
ENSG00000205356	TECPR1	248	197	370	184	319	246	285	196	290	184	368	399	300	110	163
ENSG00000205358	MT1H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205359	SLCO6A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205360	MT1CP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205361	MT1DP	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0
ENSG00000205362	MT1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205363	INSYN1	171	216	496	186	577	503	627	137	180	171	532	659	326	231	367
ENSG00000205364	MT1M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205396	LINC00661	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000205403	CFI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205409	OR52E6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205412	HNRNPA1P20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205413	SAMD9	1336	385	1469	1215	1554	982	1428	617	1341	1207	1777	1777	855	845	745
ENSG00000205414		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205420	KRT6A	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000205423	CNEP1R1	63	16	60	46	92	50	83	26	59	53	72	106	52	62	40
ENSG00000205424	PCBP3-AS1	0	0	1	0	0	1	0	3	1	0	0	0	2	0	0
ENSG00000205426	KRT81	807	843	460	659	724	446	632	665	861	606	647	784	384	506	381
ENSG00000205433	SNRPGP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205436	EXOC3L4	5	7	10	13	7	8	5	3	5	5	5	8	5	1	4
ENSG00000205439	KRTAP12-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205442	IZUMO3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205444	KU-MEL-3	1	0	0	0	0	0	0	0	1	2	0	0	1	0	0
ENSG00000205445	KRTAP10-2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000205449	NBPF22P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205452		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205456	TP53TG3D	0	1	1	0	0	0	0	0	1	0	0	1	0	4	0
ENSG00000205457	TP53TG3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205464	ATP6AP1L	5	2	6	2	7	5	1	6	8	9	14	9	6	5	1
ENSG00000205476	CCDC85C	444	631	1001	368	1217	695	1007	533	487	354	1187	1264	688	458	588
ENSG00000205482	SPDYE18	3	3	6	2	14	2	0	6	6	2	6	16	4	2	3
ENSG00000205485		28	22	28	18	20	29	36	8	17	19	25	52	20	28	24
ENSG00000205488	CALML3-AS1	4	6	1	5	2	2	0	3	5	0	5	3	3	0	2
ENSG00000205494	OR52A4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205495	OR52J3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205496	OR51A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205497	OR51A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205500	MAPRE3-AS1	2	4	10	2	0	0	3	2	3	1	0	9	1	1	0
ENSG00000205502	C2CD4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205517	RGL3	4	0	3	1	0	0	1	1	3	6	0	11	2	1	0
ENSG00000205531	NAP1L4	489	222	573	461	860	423	742	240	536	445	568	1091	358	504	358
ENSG00000205534	SMG1P2	8	1	12	5	8	13	9	3	2	4	6	11	7	10	8
ENSG00000205537		4	0	2	4	2	9	5	0	6	1	1	5	3	2	6
ENSG00000205542	TMSB4X	2397	521	1593	2263	1790	1232	1968	604	2195	2027	2331	3168	1246	1208	1035
ENSG00000205544	TMEM256	9	3	6	7	14	7	8	6	16	9	9	35	5	9	2
ENSG00000205549	C9orf92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205559	CHKB-DT	2	2	14	7	18	11	10	8	8	3	6	32	3	8	6
ENSG00000205560	CPT1B	3	5	3	9	21	7	13	1	1	2	5	12	4	5	4
ENSG00000205562		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205571	SMN2	13	6	10	18	25	16	18	14	16	22	29	77	12	21	12
ENSG00000205572	SERF1B	1	0	2	0	3	1	3	5	3	6	2	0	0	1	2
ENSG00000205578	POM121B	1	0	0	0	0	1	2	0	1	2	1	1	0	0	0
ENSG00000205579	DYNLL1P1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000205581	HMGN1	1370	236	1429	1560	2461	1476	2093	425	1470	1277	2124	3222	990	1581	1192
ENSG00000205583	STAG3L1	2	0	4	2	1	1	4	2	1	2	2	5	3	0	1
ENSG00000205584		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205592	MUC19	6	9	2	8	1	10	4	8	8	6	10	8	2	3	13
ENSG00000205593	DENND6B	27	45	36	22	33	27	21	20	29	11	48	29	35	20	16
ENSG00000205596		0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205609	EIF3CL	18	9	8	6	10	7	6	6	8	5	5	14	11	8	6
ENSG00000205611	LINC01597	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000205622		0	0	0	3	0	0	0	0	0	2	0	0	0	1	2
ENSG00000205625		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205628	LINC01446	1	0	0	1	3	2	0	3	2	0	0	0	0	1	0
ENSG00000205629	LCMT1	191	254	251	209	306	141	235	184	214	227	262	392	164	196	143
ENSG00000205632	LINC01310	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000205634	LINC00898	14	14	9	6	10	6	0	8	12	18	0	15	4	8	7
ENSG00000205636	LINC00583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205639	MFSD2B	17	24	12	7	27	13	8	14	16	11	17	27	9	19	13
ENSG00000205642	VCX3B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000205643	CDPF1	22	49	34	26	96	24	61	34	26	27	36	58	23	22	21
ENSG00000205644		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205649	HTN3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000205653		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205659	LIN52	123	118	110	73	311	115	182	94	107	121	160	281	88	115	83
ENSG00000205667	ARSH	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000205669	ACOT6	6	6	4	16	13	9	0	15	14	8	7	4	3	4	4
ENSG00000205670	SMIM11A	0	1	0	0	0	3	1	0	0	2	0	1	1	1	0
ENSG00000205678	TECRL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205682		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205683	DPF3	12	3	6	6	5	6	6	17	10	6	9	16	8	10	8
ENSG00000205693	MANSC4	11	9	12	8	5	2	13	9	5	2	7	15	1	3	2
ENSG00000205695		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205696	ADARB2-AS1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205702	CYP2D7	9	16	7	6	9	6	0	5	12	8	6	15	6	6	12
ENSG00000205704	LINC00634	4	0	8	2	1	1	2	0	1	0	4	26	3	2	1
ENSG00000205707	ETFRF1	65	12	46	81	52	60	78	21	68	76	107	109	62	49	42
ENSG00000205710	C17orf107	3	0	1	0	2	1	2	1	1	0	2	0	1	0	2
ENSG00000205716	FAM183DP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205718	MBD3L4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205726	ITSN1	156	128	156	112	183	125	159	112	129	101	226	317	122	128	109
ENSG00000205730	ITPRIPL2	212	142	369	151	292	247	340	152	238	123	440	421	271	122	220
ENSG00000205740		23	12	36	15	47	16	36	12	15	13	26	46	4	14	13
ENSG00000205744	DENND1C	58	35	53	38	38	53	75	30	50	50	101	91	52	21	37
ENSG00000205745		0	0	0	0	0	0	0	0	2	0	0	3	0	0	0
ENSG00000205746	PKD1P4	8	7	21	7	25	14	9	12	4	8	41	26	16	4	15
ENSG00000205754	SLCO1B7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205755	CRLF2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1
ENSG00000205758	CRYZL1	40	16	25	37	56	30	47	29	50	31	85	96	28	30	28
ENSG00000205763	RP9P	20	8	28	19	34	24	44	18	19	30	44	57	17	31	24
ENSG00000205765	C5orf51	578	381	624	493	939	548	707	505	676	538	784	1108	401	531	396
ENSG00000205767		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205771	CATSPER2P1	4	0	12	6	9	6	6	1	1	10	8	14	6	2	1
ENSG00000205777	GAGE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205784	ARRDC5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000205786	LINC01531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205790	DPP9-AS1	2	3	0	2	7	0	1	2	6	0	3	18	3	6	2
ENSG00000205791	LOH12CR2	4	0	0	1	3	3	0	3	2	5	1	4	0	2	1
ENSG00000205794		0	0	0	0	5	0	4	2	1	0	0	8	0	0	0
ENSG00000205795	CYS1	1	12	5	2	2	4	0	6	3	4	2	2	0	1	0
ENSG00000205808	PLPP6	207	95	157	194	313	164	251	144	214	183	210	280	110	144	116
ENSG00000205809	KLRC2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000205810	KLRC3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000205822	TPTE2P6	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205830		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205832	C16orf96	1	0	0	0	0	1	4	0	1	1	0	4	1	1	2
ENSG00000205835	GMNC	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000205837	LINC00487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205838	TTC23L	7	0	13	1	3	0	7	1	3	7	8	2	0	3	2
ENSG00000205846	CLEC6A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205847	OR7E91P	1	0	0	2	10	1	1	3	2	0	0	0	0	0	0
ENSG00000205853	RFPL3S	0	0	0	0	0	2	0	1	1	2	4	0	0	0	2
ENSG00000205856	C22orf42	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000205857	NANOGNB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205858	LRRC72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205861	PCOTH	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1
ENSG00000205863	C1QTNF9B	1	0	1	0	0	1	0	0	0	0	1	0	2	0	1
ENSG00000205864	KRTAP5-6	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000205865	FAM99B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205866	FAM99A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205867	KRTAP5-2	2	1	0	0	0	1	0	0	1	2	0	0	0	0	0
ENSG00000205869	KRTAP5-1	50	141	52	73	43	46	43	105	79	40	49	86	36	28	50
ENSG00000205871	RPS3AP47	1	0	3	4	3	1	1	1	2	0	3	5	0	2	1
ENSG00000205879	FAM90A2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205882	DEFB134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205883	DEFB135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205884	DEFB136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205885	C1RL-AS1	0	0	0	2	4	1	0	0	0	2	0	0	0	1	1
ENSG00000205890		18	0	15	18	8	15	11	5	24	13	15	56	16	8	15
ENSG00000205897	OR7E136P	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000205898		0	0	0	0	4	1	0	0	0	1	0	0	0	3	0
ENSG00000205899	BHLHA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205903	ZNF316	191	201	302	209	320	285	366	156	229	157	290	557	217	197	217
ENSG00000205913	SRRM2-AS1	44	50	58	41	49	41	84	50	43	35	67	99	32	42	41
ENSG00000205916	DAZ4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205918	PDPK2P	7	6	4	6	9	6	14	7	3	6	2	10	6	3	9
ENSG00000205922	ONECUT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205923	CEMP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205927	OLIG2	0	0	2	1	0	0	0	0	1	0	1	0	1	0	0
ENSG00000205929	C21orf62	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1
ENSG00000205930	C21orf62-AS1	0	0	1	1	2	0	7	3	1	1	1	1	0	0	0
ENSG00000205936	PPP1R12BP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205937	RNPS1	1165	2315	1234	971	2575	915	1161	1581	1111	896	1296	2315	852	1115	787
ENSG00000205940	HSP90AB2P	4	4	13	5	16	11	4	9	15	7	6	3	10	10	5
ENSG00000205944	DAZ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205946	USP17L6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205955	HSP90AA5P	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
ENSG00000205959		0	1	1	0	0	2	0	0	8	0	3	1	1	0	1
ENSG00000205971		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000205976		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000205978	NYNRIN	73	110	63	42	55	28	51	54	69	32	58	85	23	50	19
ENSG00000205981	DNAJC19	134	46	165	138	339	171	363	104	210	124	246	290	151	151	139
ENSG00000205989	DEFB109C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206013	IFITM5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000206014	OR7E161P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206026	SMIM21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206028		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000206034	DEFB109B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206042	DEFA7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206043	C18orf63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206047	DEFA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206052	DOK6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206053	JPT2	1288	974	1063	1152	2072	1054	1518	951	1318	1084	1457	2741	654	1268	862
ENSG00000206062		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206066	IGLL3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206069	TMEM211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206072	SERPINB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206073	SERPINB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206075	SERPINB5	1	5	1	1	4	0	1	2	1	3	0	0	2	0	2
ENSG00000206077	ZDHHC11B	2	1	2	0	2	1	0	0	0	1	4	7	0	0	3
ENSG00000206090		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206102	KRTAP19-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206104	KRTAP20-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206105	KRTAP20-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206106	KRTAP22-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206107	KRTAP27-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206113	CFAP99	6	1	3	5	10	4	2	7	5	5	4	20	2	4	0
ENSG00000206120	EGFEM1P	0	0	0	0	0	3	0	0	0	0	5	0	0	0	1
ENSG00000206127	GOLGA8O	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000206129		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000206140	TMEM191C	1	1	1	1	4	1	5	0	3	4	6	1	1	5	0
ENSG00000206142	FAM230H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206144	MAPK6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206145	P2RX6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206147	RPL23AP57	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000206149	HERC2P9	73	57	137	54	114	97	100	50	82	44	136	139	78	63	68
ENSG00000206150	RNASE13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206159	GYG2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206168		0	0	6	1	5	4	0	0	2	0	7	1	1	3	4
ENSG00000206172	HBA1	2	7	6	6	1	2	3	3	1	5	6	11	3	1	4
ENSG00000206177	HBM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206178	HBZP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206181	ELOA2	0	1	0	1	0	1	5	0	0	0	0	5	0	0	1
ENSG00000206187	LINC02346	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000206190	ATP10A	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000206192	ANKRD20A9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206195	DUXAP8	161	172	152	109	223	127	159	94	113	114	193	250	99	134	75
ENSG00000206199	ANKUB1	0	3	3	3	2	1	0	1	5	1	1	4	4	3	4
ENSG00000206203	TSSK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206228	HNRNPA1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000206249		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206260	PRR23A	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000206262	FOXL2NB	0	4	1	1	0	0	0	0	0	2	0	1	3	0	4
ENSG00000206337	HCP5	41	51	283	39	72	198	227	31	52	22	346	45	199	41	147
ENSG00000206341	HLA-H	3	0	10	4	12	12	7	2	8	3	18	18	4	6	6
ENSG00000206344	HCG27	10	0	12	11	30	12	10	5	7	14	2	44	6	19	4
ENSG00000206356		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206384	COL6A6	18	0	6	5	10	9	18	0	18	4	9	13	4	4	2
ENSG00000206417	H1-10-AS1	7	1	8	6	4	5	2	1	10	0	13	12	13	3	2
ENSG00000206418	RAB12	207	104	319	172	523	279	421	147	225	171	448	371	240	170	254
ENSG00000206422	LRRC30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206432	TMEM200C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206448	PPIAP30	0	0	3	1	0	2	0	0	4	0	0	0	2	0	2
ENSG00000206474	OR10C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206503	HLA-A	285	373	1261	229	543	715	1080	226	362	248	1268	643	728	309	599
ENSG00000206527	HACD2	790	456	805	646	904	575	768	545	736	581	890	1125	515	640	447
ENSG00000206530	CFAP44	36	24	38	30	54	25	44	31	47	27	53	104	26	35	19
ENSG00000206531	CD200R1L	2	0	1	0	0	1	5	0	1	0	3	0	1	0	2
ENSG00000206532		11	5	12	16	16	10	12	9	19	14	34	6	14	6	5
ENSG00000206535	LNP1	9	4	3	10	19	4	10	6	8	12	10	38	3	8	3
ENSG00000206536	OR5K3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206538	VGLL3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
ENSG00000206549		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206552	KRBOX1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206557	TRIM71	1	0	3	0	6	1	3	0	0	0	3	0	2	2	0
ENSG00000206559	ZCWPW2	2	6	1	2	0	1	0	2	1	0	1	2	0	0	0
ENSG00000206560	ANKRD28	493	338	957	473	991	637	972	418	587	473	993	1252	502	575	553
ENSG00000206561	COLQ	2	8	4	5	12	2	0	1	3	5	0	1	2	3	0
ENSG00000206562	METTL6	137	102	156	140	429	153	184	108	192	166	219	422	124	166	110
ENSG00000206567		62	68	65	54	104	43	50	49	79	53	58	66	49	47	36
ENSG00000206573	THUMPD3-AS1	236	216	269	243	527	328	463	219	297	243	444	582	200	262	222
ENSG00000206579	XKR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206582	Y_RNA	0	0	2	2	0	3	0	2	5	0	4	6	1	0	1
